Unit,,g,kg CO2 eq,kg CFC11 eq,kBq U-235 eq,kg NMVOC eq,disease inc.,CTUh,CTUh,mol H+ eq,kg P eq,kg N eq,mol N eq,CTUe,Pt,m3 depriv.,MJ,kg Sb eq,mPt,,,,mPt,kg CO2 eq
Food item in AGB 3.1 (SimaPro name),Food item in AGB 3.1 (short name),Serving size (g),Climate change per kg,Ozone depletion,Ionising radiation,Photochemical ozone formation,Particulate matter,"Human toxicity, non-cancer","Human toxicity, cancer",Acidification,"Eutrophication, freshwater","Eutrophication, marine","Eutrophication, terrestrial","Ecotoxicity, freshwater",Land use,Water use,"Resource use, fossils","Resource use, minerals and metals",Single score per kg,CIQUAL code,Food group,Food sub group,Single score per serving,Climate change per serving
"Mineral still water (Didier), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Didier), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76019,beverages,water,0.008254735,0.057903434
"Mineral still water (Evian), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Evian), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76020,beverages,water,0.008254735,0.057903434
"Mineral still water (Hepar), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Hépar), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76022,beverages,water,0.008254735,0.057903434
"Mineral still water (La Cairolle), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (La Cairolle), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76082,beverages,water,0.008254735,0.057903434
"Mineral still water (La Francaise), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (La Française), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76085,beverages,water,0.008254735,0.057903434
"Mineral still water (Levissima), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Levissima), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76069,beverages,water,0.008254735,0.057903434
"Mineral still water (Luchon), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Luchon), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76025,beverages,water,0.008254735,0.057903434
"Mineral still water (Luso), bottled, very lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Luso), bottled, very lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76070,beverages,water,0.008254735,0.057903434
"Mineral still water (Montcalm), bottled, very lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Montcalm), bottled, very lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76086,beverages,water,0.008254735,0.057903434
"Mineral still water (Montclar), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Montclar), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76087,beverages,water,0.008254735,0.057903434
"Mineral still water (Nero), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Néro), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76071,beverages,water,0.008254735,0.057903434
"Mineral still water (Ogeu), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Ogeu), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76090,beverages,water,0.008254735,0.057903434
"Mineral still water (Oree du bois), bottled, averagely mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Orée du bois), bottled, averagely mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76029,beverages,water,0.008254735,0.057903434
"Mineral still water (Penacova), bottled, very lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Penacova), bottled, very lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76072,beverages,water,0.008254735,0.057903434
"Mineral still water (Plancoet), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Plancoet), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76032,beverages,water,0.008254735,0.057903434
"Mineral still water (Prince Noir), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Prince Noir), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76091,beverages,water,0.008254735,0.057903434
"Mineral still water (Propiac), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Propiac), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76033,beverages,water,0.008254735,0.057903434
"Mineral still water (Sail-les-Bains), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Sail-les-Bains), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76038,beverages,water,0.008254735,0.057903434
"Mineral still water (Spa-Reine), bottled, averagely mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Spa-Reine), bottled, averagely mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76076,beverages,water,0.008254735,0.057903434
"Mineral still water (St-Amand), bottled, averagely mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (St-Amand), bottled, averagely mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76043,beverages,water,0.008254735,0.057903434
"Mineral still water (St-Antonin), bottled, strongly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (St-Antonin), bottled, strongly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76044,beverages,water,0.008254735,0.057903434
"Mineral still water (Thonon), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Thonon), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76050,beverages,water,0.008254735,0.057903434
"Mineral still water (Treignac), bottled, very lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Treignac), bottled, very lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76095,beverages,water,0.008254735,0.057903434
"Mineral still water (Valvert), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Valvert), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76078,beverages,water,0.008254735,0.057903434
"Mineral still water (Vauban), bottled, averagely mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Vauban), bottled, averagely mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76097,beverages,water,0.008254735,0.057903434
"Mineral still water (Vittel), bottled, averagely mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Vittel), bottled, averagely mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76056,beverages,water,0.008254735,0.057903434
"Mineral still water (Volvic), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Volvic), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76057,beverages,water,0.008254735,0.057903434
"Mineral still water (Wattwiller), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral still water (Wattwiller), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76059,beverages,water,0.008254735,0.057903434
"Mineral water (Mont-Roucous, bottled, very lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral water (Mont-Roucous, bottled, very lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76027,beverages,water,0.008254735,0.057903434
"Mineral water (San Bernardo), bottled, very lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Mineral water (San Bernardo), bottled, very lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76074,beverages,water,0.008254735,0.057903434
"Spring still water (Cristaline), bottled, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Spring still water (Cristaline), bottled",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76080,beverages,water,0.008254735,0.057903434
"Spring water (Ogeu), bottled, lightly mineralized, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Spring water (Ogeu), bottled, lightly mineralized",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76028,beverages,water,0.008254735,0.057903434
"Water, bottled, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Water, bottled",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,18430,beverages,water,0.008254735,0.057903434
"Water, mineral, carbonated ou non-carbonated, CAROLA, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Water, mineral, carbonated ou non-carbonated, CAROLA",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76100,beverages,water,0.008254735,0.057903434
"Water, mineral, non-carbonated, EDEN, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Water, mineral, non-carbonated, EDEN",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76102,beverages,water,0.008254735,0.057903434
"Water, mineral, non-carbonated, MONT-BLANC, processed in FR | Ambient (long) | Already packed - PET | at supermarket {FR} S","Water, mineral, non-carbonated, MONT-BLANC",240,0.24126431,3.55E-07,0.104419269,0.000658982,1.35E-08,2.47E-09,1.21E-10,0.000934973,6.51E-05,0.000186575,0.001855226,1.015882754,1.80786344,0.173214504,5.992392163,9.13E-06,0.034394729,76101,beverages,water,0.008254735,0.057903434
"Soy drink, plain, prepacked, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soy drink, plain, prepacked",240,0.434700389,5.89E-08,0.103489441,0.001236662,2.59E-08,6.64E-09,3.72E-10,0.002042471,0.000123777,0.001571792,0.00621007,4.065269021,27.10943413,0.111234155,6.571530302,1.67E-06,0.042702273,18900,beverages,non-alcoholic beverages,0.010248546,0.104328093
"Soy drink, flavoured, enriched in calcium, w sugar or fruit concentrate, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soy drink, flavoured, enriched in calcium, w sugar or fruit concentrate",240,0.435432378,5.90E-08,0.106805192,0.001238408,2.59E-08,6.65E-09,3.72E-10,0.002045928,0.00012397,0.001572541,0.006216046,4.068405057,27.11308957,0.112634014,6.647201358,1.69E-06,0.042913928,18903,beverages,non-alcoholic beverages,0.010299343,0.104503771
"Soy drink, flavoured, with sugar, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soy drink, flavoured, with sugar",240,0.435432378,5.90E-08,0.106805192,0.001238408,2.59E-08,6.65E-09,3.72E-10,0.002045928,0.00012397,0.001572541,0.006216046,4.068405057,27.11308957,0.112634014,6.647201358,1.69E-06,0.042913928,18902,beverages,non-alcoholic beverages,0.010299343,0.104503771
"Soy drink, plain, fortified with calcium, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soy drink, plain, fortified with calcium",240,0.435432378,5.90E-08,0.106805192,0.001238408,2.59E-08,6.65E-09,3.72E-10,0.002045928,0.00012397,0.001572541,0.006216046,4.068405057,27.11308957,0.112634014,6.647201358,1.69E-06,0.042913928,18901,beverages,non-alcoholic beverages,0.010299343,0.104503771
"Wheat bran, processed in FR | Ambient (long) | Paper | at supermarket {FR} S",Wheat bran,15,0.329161957,3.92E-08,0.129614781,0.000964969,3.01E-08,4.01E-09,3.98E-10,0.003583122,7.41E-05,0.002213327,0.014575593,4.708006006,31.19665835,0.132375381,5.297624361,1.83E-06,0.043133914,9621,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.000647009,0.004937429
"Early potato, boiled/cooked in water, peeled, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Early potato, boiled/cooked in water, peeled",110,0.367627928,5.69E-08,0.062070959,0.001221348,2.98E-08,1.03E-08,3.00E-10,0.002458937,8.58E-05,0.001277853,0.008921112,4.068335681,22.49951314,0.617807605,5.202640418,1.86E-06,0.043177462,4029,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.004749521,0.040439072
"New potato, raw, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","New potato, raw",110,0.367627928,5.69E-08,0.062070959,0.001221348,2.98E-08,1.03E-08,3.00E-10,0.002458937,8.58E-05,0.001277853,0.008921112,4.068335681,22.49951314,0.617807605,5.202640418,1.86E-06,0.043177462,4023,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.004749521,0.040439072
"Ware potato, boiled/cooked in water, peeled, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Ware potato, boiled/cooked in water, peeled",110,0.367627928,5.69E-08,0.062070959,0.001221348,2.98E-08,1.03E-08,3.00E-10,0.002458937,8.58E-05,0.001277853,0.008921112,4.068335681,22.49951314,0.617807605,5.202640418,1.86E-06,0.043177462,4028,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.004749521,0.040439072
"Spinach, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Spinach, raw",80,0.370808486,6.40E-08,0.166075595,0.001192391,2.27E-08,7.69E-09,2.15E-10,0.001913143,4.64E-05,0.001862325,0.006000121,12.08506275,-16.51368287,0.297473584,7.194426881,3.90E-06,0.04342855,20059,"fruits, vegetables, legumes and oilseeds",Vegetables,0.003474284,0.029664679
"Spinach, young leaves, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Spinach, young leaves, raw",80,0.370808486,6.40E-08,0.166075595,0.001192391,2.27E-08,7.69E-09,2.15E-10,0.001913143,4.64E-05,0.001862325,0.006000121,12.08506275,-16.51368287,0.297473584,7.194426881,3.90E-06,0.04342855,20270,"fruits, vegetables, legumes and oilseeds",Vegetables,0.003474284,0.029664679
"Swiss chard, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Swiss chard, raw",80,0.370808486,6.40E-08,0.166075595,0.001192391,2.27E-08,7.69E-09,2.15E-10,0.001913143,4.64E-05,0.001862325,0.006000121,12.08506275,-16.51368287,0.297473584,7.194426881,3.90E-06,0.04342855,20004,"fruits, vegetables, legumes and oilseeds",Vegetables,0.003474284,0.029664679
"Watercress, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Watercress, raw",80,0.370808486,6.40E-08,0.166075595,0.001192391,2.27E-08,7.69E-09,2.15E-10,0.001913143,4.64E-05,0.001862325,0.006000121,12.08506275,-16.51368287,0.297473584,7.194426881,3.90E-06,0.04342855,20022,"fruits, vegetables, legumes and oilseeds",Vegetables,0.003474284,0.029664679
"Potato, sauteed/pan-fried, with goose fat, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Potato, sautéed/pan-fried, with goose fat",70,0.354176629,4.36E-08,0.0944041,0.001151424,2.43E-08,9.27E-09,2.64E-10,0.002219337,4.84E-05,0.00101856,0.00756882,3.261421777,16.98587213,0.630238561,8.195933086,2.04E-06,0.043835299,4036,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.003068471,0.024792364
"Potato, peeled, raw, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Potato, peeled, raw",110,0.37405572,4.57E-08,0.098108739,0.001218056,2.56E-08,9.84E-09,2.79E-10,0.002347593,5.19E-05,0.001076806,0.00801722,3.47922037,17.9184872,0.665222467,8.606351919,2.15E-06,0.046231303,4008,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.005085443,0.041146129
"Bottled water, flavoured, w sugar, processed in FR | Chilled | Already packed - PET | at supermarket {FR} S","Bottled water, flavoured, w sugar",240,0.354586986,3.78E-07,0.222716945,0.001099832,1.75E-08,3.38E-09,1.78E-10,0.001416478,7.76E-05,0.000347278,0.003495772,1.449044012,2.095304517,0.17105742,9.316907872,1.02E-05,0.047071796,18012,beverages,non-alcoholic beverages,0.011297231,0.085100877
"Bottled water, flavoured, without sugar and artificial sweeteners, processed in FR | Chilled | Already packed - PET | at supermarket {FR} S","Bottled water, flavoured, without sugar and artificial sweeteners",240,0.354586986,3.78E-07,0.222716945,0.001099832,1.75E-08,3.38E-09,1.78E-10,0.001416478,7.76E-05,0.000347278,0.003495772,1.449044012,2.095304517,0.17105742,9.316907872,1.02E-05,0.047071796,18028,beverages,non-alcoholic beverages,0.011297231,0.085100877
